task_id	batch	dependencies	target_files	actions	hunk_ids	unit_ids	unit_ledger	pg18_chinese_source	old_english	new_english	historical_reference	status	acceptance	evidence
T20-68866f39949347	3	"[""P20-BATCH-2""]"	"[""zh/20/ref/alter_publication.sgml""]"	"[""copy_unchanged"",""update_structure""]"	"[""H20-0d3ee2dd1a3aee45"",""H20-34f0f5800ceb685f"",""H20-797cf2b8fa544694"",""H20-de1760f6f6c9dd7a""]"	"[""U20-80ca432234a6ea24"",""U20-d40703a8f9078033"",""U20-ecfff12ea24bb229"",""U20-04a322372b12787c""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/ref/alter_publication.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/ref/alter_publication.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/alter_publication.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6953072f2fd031	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-info.sgml""]"	"[""relocate_or_split""]"	"[""H20-d21c591ef5150d3b"",""H20-ff7b31be84b8fe10""]"	"[""U20-ab77fe1bbf81b9ec"",""U20-4b6290541197676a"",""U20-81dfa80f29aee3c1"",""U20-9c9bd99312f312cb"",""U20-cbf393b2968bbbe7"",""U20-f96a17f805896c55"",""U20-fd59ecf83d16970b"",""U20-315e396a9454b783"",""U20-0b707ef166c43609"",""U20-da08893a69f49468"",""U20-df2410784f4ef3a8"",""U20-ff3bce6d22f56317"",""U20-2dce237a64174bb4"",""U20-eef3f5682324bdab"",""U20-b10a9484f67dbdc0"",""U20-b77f3064ee3bcc98"",""U20-a6643d6733420e46"",""U20-b76764d652785ff1"",""U20-4a43ef65d306f9a4"",""U20-75c3b98e91970418"",""U20-be28b35882fd5c73"",""U20-c1a663e4c7cc4f72"",""U20-f2b98d4170ba17c6"",""U20-94916362e7177912""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-info.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6a434304001503	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-conditional.sgml""]"	"[""relocate_or_split""]"	"[""H20-d21c591ef5150d3b"",""H20-daa4ff59f9c4eabb""]"	"[""U20-3b376e773f0380f0"",""U20-32a2e403fdb0a47b"",""U20-087cadf9080be5a9"",""U20-581ac05ba34ea9dd"",""U20-761e01bb5d5b5aa9"",""U20-b9e61ecb952eb1cc"",""U20-7d46c17ddf16aa20"",""U20-083250eb7102a715"",""U20-c9375e9b74d00deb"",""U20-40270d5f9437a5ae"",""U20-4cb2c6130ec8a0ef"",""U20-a000a9e9553d097b"",""U20-84d28a911997cb99"",""U20-1b6be1506d7b88f5"",""U20-619a58f9b5695dd0"",""U20-faa2e878109fe5ff"",""U20-030a3aa8b557004f"",""U20-7722fef37cef926b"",""U20-08dd5f7657da3eba"",""U20-a2052be4a3d858a9"",""U20-0faa40323d04d06b"",""U20-c3984ca2ec95e9c1"",""U20-6ab64a61c3b59bf9"",""U20-5781377a7502f8c9""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-conditional.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6b8605bc95084c	3	"[""P20-BATCH-2""]"	"[""zh/20/xfunc.sgml""]"	"[""sync_literal_or_resource""]"	"[""H20-19341c4ecb31f46b""]"	"[""U20-490eb08fd40f37d6""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/xfunc.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/xfunc.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/xfunc.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class literal_or_structure_review. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6c10eecddfc128	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-info.sgml""]"	"[""sync_literal_or_resource""]"	"[""H20-d21c591ef5150d3b"",""H20-ff7b31be84b8fe10""]"	"[""U20-5e0832bb02a85915""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-info.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class literal_or_structure_review. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6c20e4beef1219	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-string.sgml""]"	"[""translate_new_content""]"	"[""H20-e11e4e5b92ad7aee""]"	"[""U20-c3b81b0c794c803a""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-string.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class no_aligned_history_first_translation_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6d532ffc58dc07	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-binarystring.sgml""]"	"[""translate_changed_content""]"	"[""H20-33908f02cdee8ec5"",""H20-d21c591ef5150d3b""]"	"[""U20-70701a4c40d7b0d6"",""U20-7f1628311031386d"",""U20-e779bca5e2a5753d"",""U20-94399491cd49e95f"",""U20-256d07399adf1c16"",""U20-b1fe151be99ccd93""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-binarystring.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6fa571261bf8d7	3	"[""P20-BATCH-2""]"	"[""zh/20/ref/cluster.sgml""]"	"[""translate_changed_content""]"	"[""H20-88d8fc0b28e321b9"",""H20-94ad561f50fc9bf7"",""H20-bf36e5dba9b6e535""]"	"[""U20-574296e3af135be6"",""U20-ad2799094d963360"",""U20-0113ff5ebd4764c1""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/ref/cluster.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/ref/cluster.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/cluster.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6fbcfcdedf20ba	3	"[""P20-BATCH-2""]"	"[""zh/20/ref/pg_rewind.sgml""]"	"[""translate_new_content""]"	"[""H20-9e69df9c42560e3a""]"	"[""U20-6c9de7228588c0aa"",""U20-188726038b527652"",""U20-50f047d40929c3e5"",""U20-72cfabf939f2ed6c""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/pg_rewind.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-6fffe785989430	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-sequence.sgml""]"	"[""translate_new_content""]"	"[""H20-f18ff2555e04235a""]"	"[""U20-4d1db7e90a3f5d96""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-sequence.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-706f723b626c36	3	"[""P20-BATCH-2""]"	"[""zh/20/ref/create_trigger.sgml""]"	"[""copy_unchanged""]"	"[""H20-5d96533eb12191b4""]"	"[""U20-4399443a7de188e8""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/ref/create_trigger.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/ref/create_trigger.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/create_trigger.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-709261f01a3444	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-admin.sgml""]"	"[""relocate_or_split""]"	"[""H20-874b7f1fa3fa2221"",""H20-d21c591ef5150d3b""]"	"[""U20-a2d9a98ac6d17d1c"",""U20-a17c3ff80bdb4e15"",""U20-7122a723c2db6be0"",""U20-d75f40c6995de513"",""U20-973ebc6c17aff19e"",""U20-de060635c36498d1"",""U20-4171757ef034ce58"",""U20-3cb8c1acc3825429"",""U20-74a85c6013a6984c"",""U20-ae75218935d720f6"",""U20-a5c80da63d06236a"",""U20-012baaf3e76b2b79"",""U20-b81292c10e3cd3c8"",""U20-d6ef7f03a3d4acf1"",""U20-f8cacc0e0519a7e8"",""U20-57ff2a3d1a840427"",""U20-ee982524190eb4f0"",""U20-e5d9870b0eeb0b47"",""U20-c80e39ff9bfb7617"",""U20-9f5d227e6f90f7c9"",""U20-953d9d9e3bc40104"",""U20-adb3df76c036698a"",""U20-ed5fe744bab06e6b"",""U20-fd97ff724aeee82c""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-admin.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-70a7caab17f8f5	3	"[""P20-BATCH-2""]"	"[""zh/20/func/func-xml.sgml""]"	"[""relocate_or_split""]"	"[""H20-c0f3119572d5c01a"",""H20-d21c591ef5150d3b""]"	"[""U20-f03eabab982a6e64"",""U20-52f86af40a72da7a"",""U20-8e4ae1337cad1992"",""U20-d37ca9a006548f96"",""U20-65de55bda5458c88"",""U20-b9ea4ec727556aff"",""U20-f89fb5de9e4fb829"",""U20-2a679729180217c8"",""U20-2aabc2de0452ccb9"",""U20-12491f3393590272"",""U20-5f2432c73790e047""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/func.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-xml.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-70cc7410eaa4f6	3	"[""P20-BATCH-2""]"	"[""zh/20/spi.sgml""]"	"[""sync_literal_or_resource""]"	"[""H20-03addbdb86add780"",""H20-1176ee0d35aa9309"",""H20-18b9c01ce455d11b"",""H20-5a620e0f5df15670"",""H20-e91ab6ed7877a03f""]"	"[""U20-9fe85b34dd39c69a"",""U20-8354c02e576aa868"",""U20-a3a0ea869fd372f1"",""U20-f8bf1eb3a3b45fde"",""U20-572f766332b211e4""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/spi.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/spi.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/spi.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class literal_or_structure_review. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-7195b5ddc18021	3	"[""P20-BATCH-2""]"	"[""zh/20/syntax.sgml""]"	"[""copy_unchanged"",""update_structure""]"	"[""H20-951be0fc36a7a0a0""]"	"[""U20-27fa0f3375d6b699""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/syntax.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/syntax.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/syntax.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-71a169e1150857	3	"[""P20-BATCH-2""]"	"[""zh/20/ref/alter_publication.sgml""]"	"[""translate_changed_content""]"	"[""H20-1302554bb03961e3"",""H20-b0b8d142d705c1b1"",""H20-f1ce29c871423162""]"	"[""U20-e0d1c4fef3985e71"",""U20-cd7719f2f6fa59bc""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/ref/alter_publication.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/ref/alter_publication.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/alter_publication.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-71c990a7cb9a64	3	"[""P20-BATCH-2""]"	"[""zh/20/ref/vacuum.sgml""]"	"[""relocate_or_split""]"	"[""H20-75f1eb396fa0bfd4""]"	"[""U20-eabfe673d0ccc4dd""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/ref/vacuum.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/ref/vacuum.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/vacuum.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_exact_english. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-7211629f8c0dc2	3	"[""P20-BATCH-2""]"	"[""zh/20/system-views.sgml""]"	"[""translate_changed_content""]"	"[""H20-296091d67aa6a331"",""H20-cb783baaa884599d"",""H20-e5993b5a41dd5845""]"	"[""U20-12109f435ca96b53"",""U20-c1240a0fe8c74a99"",""U20-b5532e20deb5a301""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/system-views.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/system-views.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/system-views.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_partial_context_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-7211bd3bc0a494	3	"[""P20-BATCH-2""]"	"[""zh/20/config.sgml""]"	"[""translate_changed_content""]"	"[""H20-1abc4a935941ed20"",""H20-491d5c40885154e0"",""H20-523d48fd6f64f3da"",""H20-54fd7562dcafebb8"",""H20-65af0f48cc3ff7ab"",""H20-7f516d589137c48c"",""H20-7f6a2ef39135c9a3"",""H20-a9c9b5b53c084236"",""H20-b3c744ce89deb293"",""H20-b6339687fcc974d8"",""H20-ddbe0ed25a25cfdb"",""H20-e260a61e8f7286a3"",""H20-e9b51911f3312af0"",""H20-f29682aa0e54cb45"",""H20-f4485ee23468ece6"",""H20-fe25df1517fc5e8c""]"	"[""U20-faadd752d2d14029"",""U20-b2f3ead3e337d267"",""U20-cd99ffb54fd22d75"",""U20-1b1ea72c41419640"",""U20-c7653aa680172c92"",""U20-d02948e627798fc6"",""U20-3483ea98da674cfd"",""U20-e422f5a71c2f3837"",""U20-8464bc444cdd6642"",""U20-85a6da5e6f9e7ded"",""U20-6161877be7146255"",""U20-67eb48b9c3da7772"",""U20-ec879d3e13cda926"",""U20-feb677247cce9ce9""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/config.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/config.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/config.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-7220201ebb57e1	3	"[""P20-BATCH-2""]"	"[""zh/20/ref/create_aggregate.sgml""]"	"[""translate_changed_content""]"	"[""H20-cd35193355e8dc9d"",""H20-da15f2274a94c9f3""]"	"[""U20-87f07f3b12dcf9c3"",""U20-57c8a31f8e4160e4""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/ref/create_aggregate.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/ref/create_aggregate.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/create_aggregate.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-72ac7a4e1e35af	3	"[""P20-BATCH-2""]"	"[""zh/20/ecpg.sgml""]"	"[""translate_changed_content""]"	"[""H20-4a2896b2dc599273"",""H20-8851f0fbaffad38a"",""H20-b73b883ead8b63e2"",""H20-ba00aae93a536c2c"",""H20-e4aaaf9e039c4a7a""]"	"[""U20-2a49d893f08d7bd7"",""U20-479691233daffd25"",""U20-c9900c743238c3d3"",""U20-c1afd1b1189aead3"",""U20-af2eac1eb9fddc74""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/ecpg.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/ecpg.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/ecpg.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
