task_id	stage	dependencies	versions	target_files	action	hunk_or_group_ids	english_sources	chinese_sources	owner	status	acceptance
G-e22f53855ad2f5debf13	3	FOUR-FILE-SKELETONS	13,12	ref/pgbench.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/pgbench.sgml:901|/Users/vonng/pgsty/pgdoc/en/12.22/ref/pgbench.sgml:842	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/pgbench.sgml	canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e230d6dbbad8be2a7b54	3	FOUR-FILE-SKELETONS	13,12	ref/create_foreign_table.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/create_foreign_table.sgml:286|/Users/vonng/pgsty/pgdoc/en/12.22/ref/create_foreign_table.sgml:286		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e234dfc996b3daa01ab6	3	FOUR-FILE-SKELETONS	12,11,10	catalogs.sgml	literal_reviewed	PG10-H000457,PG11-H000242,PG12-H000213	/Users/vonng/pgsty/pgdoc/en/12.22/catalogs.sgml:10327|/Users/vonng/pgsty/pgdoc/en/11.22/catalogs.sgml:10239|/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:10106		canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e23627b5c1657704ee6d	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002157,PG11-H000917,PG12-H000761	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:11811|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:11356|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:11205		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e239da6d71243736b8b6	3	FOUR-FILE-SKELETONS	11	release-11.sgml	translated	PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:24341		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e23a57287987f69c71b8	3	FOUR-FILE-SKELETONS	13,12,11,10	release-13.sgml	translated	PG10-H012448,PG11-H008761,PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:21137|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:15293|/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:9722|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:5777		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e246d4b47f7ffa7a086f	3	FOUR-FILE-SKELETONS	13,12	func.sgml	translated	PG12-H000761	/Users/vonng/pgsty/pgdoc/en/13.23/func.sgml:16202|/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:13049		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e24766117b02eb99b7f4	3	FOUR-FILE-SKELETONS	13,12,11,10	release-13.sgml	translated	PG10-H012448,PG11-H008761,PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:18322|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:12768|/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:7516|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:3882		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e249cc81829005b1bb0a	3	FOUR-FILE-SKELETONS	11	ref/alter_table.sgml	translated	PG11-H007938	/Users/vonng/pgsty/pgdoc/en/11.22/ref/alter_table.sgml:714		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2505baf43594baba51d	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:9717|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:5772		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2540fb92e330082ca93	3	FOUR-FILE-SKELETONS	13,12	release-13.sgml	translated	PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:23577|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:17363		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e254126f2da0c9d167b4	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:23846		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e259f9a84dabf5800e94	3	FOUR-FILE-SKELETONS	13,12,11,10	monitoring.sgml	translated	PG10-H008776,PG11-H007490,PG12-H007201,PG13-H006465	/Users/vonng/pgsty/pgdoc/en/13.23/monitoring.sgml:2909|/Users/vonng/pgsty/pgdoc/en/12.22/monitoring.sgml:2283|/Users/vonng/pgsty/pgdoc/en/11.22/monitoring.sgml:2216|/Users/vonng/pgsty/pgdoc/en/10.23/monitoring.sgml:2115		canonical:monitoring	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e25b6991f2ffe30f1c10	3	FOUR-FILE-SKELETONS	13,12,11,10	user-manag.sgml	translated	PG10-H013254,PG11-H008989,PG12-H008396,PG13-H007173	/Users/vonng/pgsty/pgdoc/en/13.23/user-manag.sgml:651|/Users/vonng/pgsty/pgdoc/en/12.22/user-manag.sgml:649|/Users/vonng/pgsty/pgdoc/en/11.22/user-manag.sgml:649|/Users/vonng/pgsty/pgdoc/en/10.23/user-manag.sgml:604		canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e25bffe843ea1d089bee	3	FOUR-FILE-SKELETONS	13,12,11	ref/create_foreign_table.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/create_foreign_table.sgml:242|/Users/vonng/pgsty/pgdoc/en/12.22/ref/create_foreign_table.sgml:242|/Users/vonng/pgsty/pgdoc/en/11.22/ref/create_foreign_table.sgml:241		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e25caf02f27950c2152f	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:24147		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e25ebd180e7f3a90a3d2	3	FOUR-FILE-SKELETONS	13,12,11,10	textsearch.sgml	translated	PG10-H013032,PG11-H008940	/Users/vonng/pgsty/pgdoc/en/13.23/textsearch.sgml:636|/Users/vonng/pgsty/pgdoc/en/12.22/textsearch.sgml:636|/Users/vonng/pgsty/pgdoc/en/11.22/textsearch.sgml:634|/Users/vonng/pgsty/pgdoc/en/10.23/textsearch.sgml:634		canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e25f566bdd4c9e62c5ca	3	FOUR-FILE-SKELETONS	10	ref/create_table.sgml	partial_reuse	PG10-H010743	/Users/vonng/pgsty/pgdoc/en/10.23/ref/create_table.sgml:225		canonical:tail-final-round09	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2602da128b017874dfc	3	FOUR-FILE-SKELETONS	13,12	release-13.sgml	translated	PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:19984|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:14249		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e265febf375c6d440df0	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:22361		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e26852cba6dc585a8f1b	3	FOUR-FILE-SKELETONS	13,12,11	ref/psql-ref.sgml	literal_reviewed		/Users/vonng/pgsty/pgdoc/en/13.23/ref/psql-ref.sgml:3315|/Users/vonng/pgsty/pgdoc/en/12.22/ref/psql-ref.sgml:3178|/Users/vonng/pgsty/pgdoc/en/11.22/ref/psql-ref.sgml:3087		canonical:psql-pgbench	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2697e3a5ee3a0293808	3	FOUR-FILE-SKELETONS	12,11,10	libpq.sgml	translated	PG10-H006990,PG11-H005987,PG12-H005837	/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:705|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:705|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:705		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e26a2b6c821494b0fa29	3	FOUR-FILE-SKELETONS	13,12,11,10	datatype.sgml	baseline-correction		/Users/vonng/pgsty/pgdoc/en/13.23/datatype.sgml:4469|/Users/vonng/pgsty/pgdoc/en/12.22/datatype.sgml:4405|/Users/vonng/pgsty/pgdoc/en/11.22/datatype.sgml:4380|/Users/vonng/pgsty/pgdoc/en/10.23/datatype.sgml:4374	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/datatype.sgml	canonical:root-identity-tail	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e26b82209a27d03da8a6	3	FOUR-FILE-SKELETONS	12,11,10	xfunc.sgml	translated	PG10-H013435	/Users/vonng/pgsty/pgdoc/en/12.22/xfunc.sgml:3335|/Users/vonng/pgsty/pgdoc/en/11.22/xfunc.sgml:3392|/Users/vonng/pgsty/pgdoc/en/10.23/xfunc.sgml:3302		canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e26c3c826f4936f4b01e	3	FOUR-FILE-SKELETONS	13,12,11	ref/cluster.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/cluster.sgml:130|/Users/vonng/pgsty/pgdoc/en/12.22/ref/cluster.sgml:130|/Users/vonng/pgsty/pgdoc/en/11.22/ref/cluster.sgml:130		canonical:tail-final-round11	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e26e589556e21df4c94a	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:8546|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:4733		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e27c4917c841f0031862	3	FOUR-FILE-SKELETONS	13	release-13.sgml	translated	PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:27761		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e28001f6ad5c75d1faa6	3	FOUR-FILE-SKELETONS	11	release-11.sgml	translated	PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:23047		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e281f18cdb339e610ce6	3	FOUR-FILE-SKELETONS	13,12,11,10	protocol.sgml	translated	PG10-H009622	/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:3912|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:3864|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:3758|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:3569		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2827ba403d42351c147	3	FOUR-FILE-SKELETONS	12,11,10	ref/pgbench.sgml	translated	PG10-H011780,PG11-H008503,PG12-H008023	/Users/vonng/pgsty/pgdoc/en/12.22/ref/pgbench.sgml:1391|/Users/vonng/pgsty/pgdoc/en/11.22/ref/pgbench.sgml:1290|/Users/vonng/pgsty/pgdoc/en/10.23/ref/pgbench.sgml:959		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e28282937655a53389a8	3	FOUR-FILE-SKELETONS	13,12,11,10	docguide.sgml	translated	PG10-H001540	/Users/vonng/pgsty/pgdoc/en/13.23/docguide.sgml:168|/Users/vonng/pgsty/pgdoc/en/12.22/docguide.sgml:170|/Users/vonng/pgsty/pgdoc/en/11.22/docguide.sgml:170|/Users/vonng/pgsty/pgdoc/en/10.23/docguide.sgml:244		canonical:guide-glossary	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2841bf0d504b6ed2a95	3	FOUR-FILE-SKELETONS	13,12,11,10	information_schema.sgml	reused_reviewed	PG10-H006762,PG11-H005827,PG12-H005709	/Users/vonng/pgsty/pgdoc/en/13.23/information_schema.sgml:4455|/Users/vonng/pgsty/pgdoc/en/13.23/information_schema.sgml:4482|/Users/vonng/pgsty/pgdoc/en/12.22/information_schema.sgml:3646|/Users/vonng/pgsty/pgdoc/en/12.22/information_schema.sgml:3667|/Users/vonng/pgsty/pgdoc/en/11.22/information_schema.sgml:3584|/Users/vonng/pgsty/pgdoc/en/11.22/information_schema.sgml:3605|/Users/vonng/pgsty/pgdoc/en/10.23/information_schema.sgml:3584|/Users/vonng/pgsty/pgdoc/en/10.23/information_schema.sgml:3605	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/information_schema.sgml	canonical:information-schema	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e284f8d4d52cb11b7a5d	3	FOUR-FILE-SKELETONS	13,12,11,10	perform.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/perform.sgml:1042|/Users/vonng/pgsty/pgdoc/en/12.22/perform.sgml:1002|/Users/vonng/pgsty/pgdoc/en/11.22/perform.sgml:1002|/Users/vonng/pgsty/pgdoc/en/10.23/perform.sgml:989		canonical:planner-performance	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e28671ebe348391bbb0e	3	FOUR-FILE-SKELETONS	10	ref/create_collation.sgml	translated		/Users/vonng/pgsty/pgdoc/en/10.23/ref/create_collation.sgml:70	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/create_collation.sgml	canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e28ab5418ea8f3fb4675	3	FOUR-FILE-SKELETONS	13	release-13.sgml	translated	PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:26323		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e28cf893c8b993b5559c	3	FOUR-FILE-SKELETONS	13	runtime.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/runtime.sgml:1028	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/runtime.sgml	canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e28e5c8242874cc25db5	3	FOUR-FILE-SKELETONS	13,12,11,10	ecpg.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ecpg.sgml:3727|/Users/vonng/pgsty/pgdoc/en/12.22/ecpg.sgml:3727|/Users/vonng/pgsty/pgdoc/en/11.22/ecpg.sgml:3697|/Users/vonng/pgsty/pgdoc/en/10.23/ecpg.sgml:3702		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e290f5bd91f261b7fc28	3	FOUR-FILE-SKELETONS	13,12,11,10	pgfreespacemap.sgml	translated	PG10-H009052	/Users/vonng/pgsty/pgdoc/en/13.23/pgfreespacemap.sgml:60|/Users/vonng/pgsty/pgdoc/en/12.22/pgfreespacemap.sgml:60|/Users/vonng/pgsty/pgdoc/en/11.22/pgfreespacemap.sgml:60|/Users/vonng/pgsty/pgdoc/en/10.23/pgfreespacemap.sgml:60	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/pgfreespacemap.sgml	canonical:extensions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e293a612bafb82314ecb	3	FOUR-FILE-SKELETONS	13,12,11	ref/copy.sgml	translated	PG11-H008018,PG12-H007642	/Users/vonng/pgsty/pgdoc/en/13.23/ref/copy.sgml:828|/Users/vonng/pgsty/pgdoc/en/12.22/ref/copy.sgml:828|/Users/vonng/pgsty/pgdoc/en/11.22/ref/copy.sgml:815		canonical:tail-final-round11	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e29514db6675e9c289e8	3	FOUR-FILE-SKELETONS	12,11,10	libpq.sgml	translated	PG10-H007084,PG11-H006062,PG12-H005910	/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:3152|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:3032|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:2963		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e29e4ce6cea1d6b21e07	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	literal_reviewed	PG10-H002147,PG11-H000915,PG12-H000759	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:1795|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:1685|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:1685		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2a03e1b761bb01bd5c2	3	FOUR-FILE-SKELETONS	11	release-11.sgml	translated	PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:20604		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2a089c7e764db618ced	3	FOUR-FILE-SKELETONS	12	monitoring.sgml	reused_reviewed	PG12-H007201	/Users/vonng/pgsty/pgdoc/en/12.22/monitoring.sgml:2546	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/monitoring.sgml	canonical:monitoring	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2a5ba3edf5f65412b6d	3	FOUR-FILE-SKELETONS	12,11,10	libpq.sgml	reused_reviewed	PG10-H007149,PG11-H006121,PG12-H005969	/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:4698|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:4578|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:4509		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2a648e4251f9e1f89b0	3	FOUR-FILE-SKELETONS	13,12,11,10	protocol.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:2405|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:2393|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:2297|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:2130		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2a9d4db40aa60dc1442	3	FOUR-FILE-SKELETONS	13,12,11	ref/psql-ref.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/psql-ref.sgml:3515|/Users/vonng/pgsty/pgdoc/en/12.22/ref/psql-ref.sgml:3349|/Users/vonng/pgsty/pgdoc/en/11.22/ref/psql-ref.sgml:3258		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2ad0405f9d301d0848d	3	FOUR-FILE-SKELETONS	13,12,11,10	plpgsql.sgml	translated	PG10-H009224	/Users/vonng/pgsty/pgdoc/en/13.23/plpgsql.sgml:974|/Users/vonng/pgsty/pgdoc/en/12.22/plpgsql.sgml:952|/Users/vonng/pgsty/pgdoc/en/11.22/plpgsql.sgml:952|/Users/vonng/pgsty/pgdoc/en/10.23/plpgsql.sgml:958		canonical:plpgsql	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2af4e5263b4df954e77	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:11443|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:7198		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2afbfcf135954594d71	3	FOUR-FILE-SKELETONS	11,10	mvcc.sgml	reused_reviewed	PG10-H008846,PG11-H007518	/Users/vonng/pgsty/pgdoc/en/11.22/mvcc.sgml:1605|/Users/vonng/pgsty/pgdoc/en/10.23/mvcc.sgml:1605	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/mvcc.sgml	canonical:core-internals	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2afd07ff56a005a0ba9	3	FOUR-FILE-SKELETONS	13,12,11,10	high-availability.sgml	translated	PG10-H002385	/Users/vonng/pgsty/pgdoc/en/13.23/high-availability.sgml:2149|/Users/vonng/pgsty/pgdoc/en/12.22/high-availability.sgml:2138|/Users/vonng/pgsty/pgdoc/en/11.22/high-availability.sgml:2135|/Users/vonng/pgsty/pgdoc/en/10.23/high-availability.sgml:2129		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2b0589dba6e0ea5e46f	3	FOUR-FILE-SKELETONS	13,12,11,10	plpgsql.sgml	translated	PG10-H009311	/Users/vonng/pgsty/pgdoc/en/13.23/plpgsql.sgml:3498|/Users/vonng/pgsty/pgdoc/en/12.22/plpgsql.sgml:3470|/Users/vonng/pgsty/pgdoc/en/11.22/plpgsql.sgml:3461|/Users/vonng/pgsty/pgdoc/en/10.23/plpgsql.sgml:3410		canonical:plpgsql	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2b23dc79014d481c01f	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:24061		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2b2cfd15bd38364d2fe	3	FOUR-FILE-SKELETONS	13,12	release-13.sgml	translated	PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:19233|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:13555		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2b3790b1562e744385b	3	FOUR-FILE-SKELETONS	13,12,11,10	runtime.sgml	translated	PG10-H012588,PG11-H008798,PG12-H008251	/Users/vonng/pgsty/pgdoc/en/13.23/runtime.sgml:1031|/Users/vonng/pgsty/pgdoc/en/12.22/runtime.sgml:1045|/Users/vonng/pgsty/pgdoc/en/11.22/runtime.sgml:1005|/Users/vonng/pgsty/pgdoc/en/10.23/runtime.sgml:990		canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2b3ebaccf02e420bb0e	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002221,PG11-H000974,PG12-H000818	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:21191|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:19708|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:19525		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2b4bdb48c0feff75e34	3	FOUR-FILE-SKELETONS	13,12,11,10	func.sgml	translated	PG10-H002149,PG11-H000917,PG12-H000761	/Users/vonng/pgsty/pgdoc/en/13.23/func.sgml:6559|/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:5659|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:5499|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:5409		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
